 Time         	  Amplitude
 -1.3274999E-02	 -0.3954800    
 -1.3199999E-02	  0.1462900    
 -1.3125000E-02	  0.1462900    
 -1.3049999E-02	  0.1462900    
 -1.2974999E-02	  0.1462900    
 -1.2900000E-02	  0.1462900    
 -1.2824999E-02	  0.1462900    
 -1.2750000E-02	  0.1462900    
 -1.2674999E-02	  0.1462900    
 -1.2599999E-02	  0.1462900    
 -1.2525000E-02	  0.1462900    
 -1.2449999E-02	  0.1462900    
 -1.2374999E-02	  0.1462900    
 -1.2300000E-02	  0.1462900    
 -1.2224999E-02	  0.1462900    
 -1.2150000E-02	  0.1462900    
 -1.2075000E-02	  0.1462900    
 -1.1999999E-02	  0.1462900    
 -1.1925000E-02	  0.1462900    
 -1.1849999E-02	  0.1462900    
 -1.1774999E-02	  0.1462900    
 -1.1700000E-02	  0.6880500    
 -1.1624999E-02	  0.6880500    
 -1.1549999E-02	  0.1462900    
 -1.1475000E-02	  0.1462900    
 -1.1399999E-02	  0.1462900    
 -1.1325000E-02	  0.1462900    
 -1.1250000E-02	 -0.3954800    
 -1.1174999E-02	 -0.3954800    
 -1.1100000E-02	 -0.3954800    
 -1.1024999E-02	 -0.3954800    
 -1.0949999E-02	  0.1462900    
 -1.0875000E-02	  0.1462900    
 -1.0799999E-02	  0.6880500    
 -1.0724999E-02	  0.6880500    
 -1.0650000E-02	  0.6880500    
 -1.0574999E-02	  0.6880500    
 -1.0500000E-02	  0.6880500    
 -1.0425000E-02	  0.1462900    
 -1.0349999E-02	  0.1462900    
 -1.0275000E-02	  0.1462900    
 -1.0199999E-02	  0.1462900    
 -1.0124999E-02	  0.1462900    
 -1.0050000E-02	  0.1462900    
 -9.9749994E-03	  0.1462900    
 -9.8999999E-03	  0.1462900    
 -9.8249996E-03	  0.1462900    
 -9.7499993E-03	  0.1462900    
 -9.6749999E-03	  0.1462900    
 -9.5999995E-03	  0.1462900    
 -9.5249992E-03	  0.1462900    
 -9.4499998E-03	  0.1462900    
 -9.3749994E-03	  0.1462900    
 -9.2999991E-03	  0.1462900    
 -9.2249997E-03	  0.1462900    
 -9.1499994E-03	  0.1462900    
 -9.0750000E-03	  0.1462900    
 -8.9999996E-03	 -0.3954800    
 -8.9249993E-03	 -0.3954800    
 -8.8499999E-03	 -0.3954800    
 -8.7749995E-03	 -0.3954800    
 -8.6999992E-03	 -0.3954800    
 -8.6249998E-03	  0.1462900    
 -8.5499994E-03	  0.1462900    
 -8.4750000E-03	  0.1462900    
 -8.3999997E-03	  0.1462900    
 -8.3249994E-03	  0.1462900    
 -8.2500000E-03	  0.1462900    
 -8.1749996E-03	  0.1462900    
 -8.0999993E-03	  0.1462900    
 -8.0249999E-03	  0.1462900    
 -7.9499995E-03	 -0.3954800    
 -7.8749992E-03	  0.1462900    
 -7.7999998E-03	 -0.3954800    
 -7.7249995E-03	 -0.3954800    
 -7.6499996E-03	  0.1462900    
 -7.5749997E-03	  0.1462900    
 -7.4999998E-03	  0.1462900    
 -7.4249995E-03	  0.1462900    
 -7.3499996E-03	  0.1462900    
 -7.2749997E-03	  0.1462900    
 -7.1999999E-03	  0.1462900    
 -7.1249995E-03	  0.1462900    
 -7.0499997E-03	  0.1462900    
 -6.9749998E-03	  0.1462900    
 -6.8999995E-03	 -0.3954800    
 -6.8249996E-03	 -0.3954800    
 -6.7499997E-03	 -0.3954800    
 -6.6749998E-03	 -0.3954800    
 -6.5999995E-03	  0.1462900    
 -6.5249996E-03	  0.1462900    
 -6.4499998E-03	  0.1462900    
 -6.3749999E-03	  0.1462900    
 -6.2999995E-03	  0.1462900    
 -6.2249997E-03	  0.1462900    
 -6.1499998E-03	  0.1462900    
 -6.0749999E-03	 -0.3954800    
 -5.9999996E-03	 -0.3954800    
 -5.9249997E-03	  0.1462900    
 -5.8499998E-03	  0.1462900    
 -5.7749995E-03	  0.1462900    
 -5.6999996E-03	 -0.3954800    
 -5.6249998E-03	 -0.3954800    
 -5.5499999E-03	 -0.9372400    
 -5.4749995E-03	 -0.3954800    
 -5.3999997E-03	  0.1462900    
 -5.3249998E-03	  0.1462900    
 -5.2499999E-03	  0.1462900    
 -5.1749996E-03	  0.1462900    
 -5.0999997E-03	  0.1462900    
 -5.0249998E-03	  0.1462900    
 -4.9500000E-03	  0.1462900    
 -4.8749996E-03	 -0.3954800    
 -4.7999998E-03	 -0.9372400    
 -4.7249999E-03	 -0.3954800    
 -4.6499996E-03	 -0.3954800    
 -4.5749997E-03	  0.1462900    
 -4.4999998E-03	  0.1462900    
 -4.4249999E-03	  0.1462900    
 -4.3499996E-03	  0.1462900    
 -4.2749997E-03	  0.1462900    
 -4.1999999E-03	  0.1462900    
 -4.1250000E-03	  0.1462900    
 -4.0499996E-03	  0.1462900    
 -3.9749998E-03	 -0.3954800    
 -3.8999999E-03	 -0.3954800    
 -3.8249998E-03	 -0.9372400    
 -3.7499999E-03	 -0.3954800    
 -3.6749998E-03	  0.1462900    
 -3.5999999E-03	  0.1462900    
 -3.5249998E-03	  0.1462900    
 -3.4499997E-03	  0.1462900    
 -3.3749999E-03	  0.6880500    
 -3.2999997E-03	  0.1462900    
 -3.2249999E-03	  0.1462900    
 -3.1499998E-03	  0.1462900    
 -3.0749999E-03	  0.1462900    
 -2.9999998E-03	  0.1462900    
 -2.9249999E-03	  0.1462900    
 -2.8499998E-03	  0.1462900    
 -2.7749999E-03	  0.1462900    
 -2.6999998E-03	 -0.3954800    
 -2.6250000E-03	  0.1462900    
 -2.5499999E-03	  0.1462900    
 -2.4750000E-03	  0.1462900    
 -2.3999999E-03	  0.1462900    
 -2.3249998E-03	  0.6880500    
 -2.2499999E-03	  0.6880500    
 -2.1749998E-03	  0.6880500    
 -2.0999999E-03	  0.6880500    
 -2.0249998E-03	  0.6880500    
 -1.9499999E-03	  0.1462900    
 -1.8750000E-03	  0.1462900    
 -1.8000000E-03	  0.1462900    
 -1.7249999E-03	  0.1462900    
 -1.6499999E-03	  0.1462900    
 -1.5749999E-03	  0.1462900    
 -1.4999999E-03	  0.1462900    
 -1.4249999E-03	  0.1462900    
 -1.3499999E-03	  0.1462900    
 -1.2749999E-03	  0.1462900    
 -1.1999999E-03	  0.1462900    
 -1.1250000E-03	  0.1462900    
 -1.0500000E-03	  0.1462900    
 -9.7499997E-04	  0.1462900    
 -8.9999998E-04	  0.1462900    
 -8.2499994E-04	  0.1462900    
 -7.4999995E-04	  0.1462900    
 -6.7499996E-04	  0.1462900    
 -5.9999997E-04	  0.1462900    
 -5.2499998E-04	  0.1462900    
 -4.4999999E-04	  0.1462900    
 -3.7499997E-04	  0.1462900    
 -2.9999999E-04	  0.1462900    
 -2.2500000E-04	  0.1462900    
 -1.4999999E-04	  0.1462900    
 -7.4999996E-05	  0.1462900    
  0.0000000E+00	  0.1462900    
  7.4999996E-05	  0.1462900    
  1.4999999E-04	  0.1462900    
  2.2500000E-04	  0.1462900    
  2.9999999E-04	  0.1462900    
  3.7499997E-04	  0.1462900    
  4.4999999E-04	  0.1462900    
  5.2499998E-04	 -0.3954800    
  5.9999997E-04	 -0.3954800    
  6.7499996E-04	  0.1462900    
  7.4999995E-04	  0.1462900    
  8.2499994E-04	  0.1462900    
  8.9999998E-04	  0.1462900    
  9.7499997E-04	  0.1462900    
  1.0500000E-03	  0.1462900    
  1.1250000E-03	  0.1462900    
  1.1999999E-03	  0.1462900    
  1.2749999E-03	  0.1462900    
  1.3499999E-03	  0.1462900    
  1.4249999E-03	  0.1462900    
  1.4999999E-03	  0.1462900    
  1.5749999E-03	 -0.3954800    
  1.6499999E-03	 -0.3954800    
  1.7249999E-03	 -0.9372400    
  1.8000000E-03	 -0.3954800    
  1.8750000E-03	 -0.3954800    
  1.9499999E-03	  0.1462900    
  2.0249998E-03	  0.1462900    
  2.0999999E-03	  0.1462900    
  2.1749998E-03	  0.6880500    
  2.2499999E-03	  0.1462900    
  2.3249998E-03	  0.1462900    
  2.3999999E-03	 -0.3954800    
  2.4750000E-03	  0.1462900    
  2.5499999E-03	  0.1462900    
  2.6250000E-03	  0.1462900    
  2.6999998E-03	  0.1462900    
  2.7749999E-03	  0.1462900    
  2.8499998E-03	 -0.3954800    
  2.9249999E-03	 -0.9372400    
  2.9999998E-03	 -0.9372400    
  3.0749999E-03	 -0.9372400    
  3.1499998E-03	 -0.9372400    
  3.2249999E-03	 -0.9372400    
  3.2999997E-03	 -0.9372400    
  3.3749999E-03	 -0.9372400    
  3.4499997E-03	 -0.3954800    
  3.5249998E-03	  0.1462900    
  3.5999999E-03	  0.1462900    
  3.6749998E-03	  0.1462900    
  3.7499999E-03	  0.1462900    
  3.8249998E-03	 -0.3954800    
  3.8999999E-03	  0.1462900    
  3.9749998E-03	  0.1462900    
  4.0499996E-03	  0.1462900    
  4.1250000E-03	  0.1462900    
  4.1999999E-03	  0.1462900    
  4.2749997E-03	  0.1462900    
  4.3499996E-03	  0.1462900    
  4.4249999E-03	  0.1462900    
  4.4999998E-03	  0.1462900    
  4.5749997E-03	  0.1462900    
  4.6499996E-03	  0.1462900    
  4.7249999E-03	  0.1462900    
  4.7999998E-03	  0.1462900    
  4.8749996E-03	 -0.3954800    
  4.9500000E-03	  0.1462900    
  5.0249998E-03	 -0.3954800    
  5.0999997E-03	  0.1462900    
  5.1749996E-03	  0.1462900    
  5.2499999E-03	  0.1462900    
  5.3249998E-03	  0.1462900    
  5.3999997E-03	  0.1462900    
  5.4749995E-03	  0.1462900    
  5.5499999E-03	 -0.3954800    
  5.6249998E-03	  0.1462900    
  5.6999996E-03	  0.1462900    
  5.7749995E-03	  0.1462900    
  5.8499998E-03	  0.1462900    
  5.9249997E-03	  0.1462900    
  5.9999996E-03	  0.1462900    
  6.0749999E-03	  0.1462900    
  6.1499998E-03	  0.1462900    
  6.2249997E-03	  0.1462900    
  6.2999995E-03	  0.1462900    
  6.3749999E-03	 -0.3954800    
  6.4499998E-03	 -0.3954800    
  6.5249996E-03	  0.1462900    
  6.5999995E-03	  0.1462900    
  6.6749998E-03	  0.1462900    
  6.7499997E-03	  0.1462900    
  6.8249996E-03	  0.1462900    
  6.8999995E-03	 -0.3954800    
  6.9749998E-03	 -0.3954800    
  7.0499997E-03	 -0.3954800    
  7.1249995E-03	 -0.3954800    
  7.1999999E-03	 -0.3954800    
  7.2749997E-03	 -0.3954800    
  7.3499996E-03	  0.1462900    
  7.4249995E-03	  0.1462900    
  7.4999998E-03	  0.1462900    
  7.5749997E-03	  0.1462900    
  7.6499996E-03	  0.1462900    
  7.7249995E-03	  0.1462900    
  7.7999998E-03	  0.1462900    
  7.8749992E-03	  0.1462900    
  7.9499995E-03	  0.1462900    
  8.0249999E-03	  0.1462900    
  8.0999993E-03	 -0.3954800    
  8.1749996E-03	 -0.9372400    
  8.2500000E-03	 -0.9372400    
  8.3249994E-03	 -0.9372400    
  8.3999997E-03	 -0.9372400    
  8.4750000E-03	 -0.3954800    
  8.5499994E-03	  0.1462900    
  8.6249998E-03	  0.1462900    
  8.6999992E-03	  0.1462900    
  8.7749995E-03	  0.6880500    
  8.8499999E-03	  0.6880500    
  8.9249993E-03	  0.1462900    
  8.9999996E-03	  0.1462900    
  9.0750000E-03	  0.1462900    
  9.1499994E-03	 -0.3954800    
  9.2249997E-03	 -0.9372400    
  9.2999991E-03	 -0.9372400    
  9.3749994E-03	 -0.9372400    
  9.4499998E-03	 -0.3954800    
  9.5249992E-03	  0.1462900    
  9.5999995E-03	  0.1462900    
  9.6749999E-03	  0.1462900    
  9.7499993E-03	  0.1462900    
  9.8249996E-03	  0.1462900    
  9.8999999E-03	  0.1462900    
  9.9749994E-03	  0.1462900    
  1.0050000E-02	  0.1462900    
  1.0124999E-02	 -0.3954800    
  1.0199999E-02	 -0.3954800    
  1.0275000E-02	 -0.3954800    
  1.0349999E-02	 -0.3954800    
  1.0425000E-02	  0.1462900    
  1.0500000E-02	  0.1462900    
  1.0574999E-02	  0.1462900    
  1.0650000E-02	  0.1462900    
  1.0724999E-02	  0.1462900    
  1.0799999E-02	  0.1462900    
  1.0875000E-02	  0.1462900    
  1.0949999E-02	 -0.3954800    
  1.1024999E-02	 -0.3954800    
  1.1100000E-02	 -0.9372400    
  1.1174999E-02	 -0.3954800    
  1.1250000E-02	  0.1462900    
  1.1325000E-02	  0.1462900    
  1.1399999E-02	  0.1462900    
  1.1475000E-02	  0.1462900    
  1.1549999E-02	  0.1462900    
  1.1624999E-02	  0.1462900    
  1.1700000E-02	  0.1462900    
  1.1774999E-02	  0.1462900    
  1.1849999E-02	  0.1462900    
  1.1925000E-02	  0.1462900    
  1.1999999E-02	  0.1462900    
  1.2075000E-02	  0.6880500    
  1.2150000E-02	  0.6880500    
  1.2224999E-02	  0.6880500    
  1.2300000E-02	  0.6880500    
  1.2374999E-02	  0.1462900    
  1.2449999E-02	  0.1462900    
  1.2525000E-02	  0.1462900    
  1.2599999E-02	  0.1462900    
  1.2674999E-02	  0.1462900    
  1.2750000E-02	  0.1462900    
  1.2824999E-02	  0.1462900    
  1.2900000E-02	  0.1462900    
  1.2974999E-02	  0.1462900    
  1.3049999E-02	  0.1462900    
  1.3125000E-02	  0.6880500    
  1.3199999E-02	  0.6880500    
  1.3274999E-02	  0.6880500    
  1.3350000E-02	  0.1462900    
  1.3424999E-02	  0.1462900    
  1.3499999E-02	  0.1462900    
  1.3575000E-02	  0.1462900    
  1.3649999E-02	  0.1462900    
  1.3725000E-02	  0.1462900    
  1.3799999E-02	  0.6880500    
  1.3874999E-02	  0.6880500    
  1.3950000E-02	  0.6880500    
  1.4024999E-02	  0.6880500    
  1.4099999E-02	  0.6880500    
  1.4175000E-02	  0.6880500    
  1.4249999E-02	  0.6880500    
  1.4324999E-02	  0.6880500    
  1.4400000E-02	  0.6880500    
  1.4474999E-02	  0.1462900    
  1.4549999E-02	  0.1462900    
  1.4624999E-02	  0.6880500    
  1.4699999E-02	  0.6880500    
  1.4775000E-02	  0.6880500    
  1.4849999E-02	  0.6880500    
  1.4924999E-02	  0.1462900    
  1.5000000E-02	  0.6880500    
  1.5074999E-02	  0.1462900    
  1.5149999E-02	  0.6880500    
  1.5224999E-02	  0.1462900    
  1.5299999E-02	  0.1462900    
  1.5374999E-02	  0.1462900    
  1.5449999E-02	  0.1462900    
  1.5524999E-02	  0.1462900    
  1.5600000E-02	  0.1462900    
  1.5674999E-02	  0.1462900    
  1.5749998E-02	  0.1462900    
  1.5825000E-02	  0.6880500    
  1.5899999E-02	  0.6880500    
  1.5974998E-02	  0.6880500    
  1.6050000E-02	  0.6880500    
  1.6124999E-02	  0.6880500    
  1.6199999E-02	  0.6880500    
  1.6275000E-02	  0.6880500    
  1.6349999E-02	  0.6880500    
  1.6424999E-02	  0.6880500    
  1.6500000E-02	  0.6880500    
  1.6574999E-02	  0.6880500    
  1.6649999E-02	  0.6880500    
  1.6725000E-02	  0.6880500    
  1.6799999E-02	  0.1462900    
  1.6874999E-02	  0.1462900    
  1.6950000E-02	  0.1462900    
  1.7024999E-02	  0.1462900    
  1.7099999E-02	  0.1462900    
  1.7174998E-02	  0.1462900    
  1.7250000E-02	  0.1462900    
  1.7324999E-02	  0.6880500    
  1.7399998E-02	  0.6880500    
  1.7475000E-02	   1.229800    
  1.7549999E-02	   1.229800    
  1.7624998E-02	   1.229800    
  1.7700000E-02	   1.229800    
  1.7774999E-02	  0.6880500    
  1.7849999E-02	  0.6880500    
  1.7925000E-02	  0.1462900    
  1.7999999E-02	  0.1462900    
  1.8074999E-02	  0.1462900    
  1.8150000E-02	  0.1462900    
  1.8224999E-02	  0.1462900    
  1.8299999E-02	  0.1462900    
  1.8375000E-02	  0.1462900    
  1.8449999E-02	  0.1462900    
  1.8524999E-02	  0.6880500    
  1.8599998E-02	  0.1462900    
  1.8674999E-02	  0.1462900    
  1.8749999E-02	  0.1462900    
  1.8824998E-02	 -0.9372400    
  1.8900000E-02	 -0.9372400    
  1.8974999E-02	 -0.9372400    
  1.9049998E-02	 -0.9372400    
  1.9125000E-02	 -0.9372400    
  1.9199999E-02	 -0.3954800    
  1.9274998E-02	  0.1462900    
  1.9350000E-02	  0.1462900    
  1.9424999E-02	  0.1462900    
  1.9499999E-02	  0.1462900    
  1.9575000E-02	  0.1462900    
  1.9649999E-02	  0.6880500    
  1.9724999E-02	  0.1462900    
  1.9800000E-02	  0.1462900    
  1.9874999E-02	  0.1462900    
  1.9949999E-02	  0.1462900    
  2.0024998E-02	  0.1462900    
  2.0099999E-02	  0.1462900    
  2.0174999E-02	  0.6880500    
  2.0249998E-02	  0.1462900    
  2.0324999E-02	  0.6880500    
  2.0399999E-02	  0.1462900    
  2.0474998E-02	  0.1462900    
  2.0550000E-02	  0.1462900    
  2.0624999E-02	  0.1462900    
  2.0699998E-02	 -0.3954800    
  2.0775000E-02	 -0.3954800    
  2.0849999E-02	  0.1462900    
  2.0924998E-02	  0.1462900    
  2.1000000E-02	  0.1462900    
  2.1074999E-02	  0.1462900    
  2.1149999E-02	  0.6880500    
  2.1225000E-02	  0.6880500    
  2.1299999E-02	  0.6880500    
  2.1374999E-02	  0.6880500    
  2.1449998E-02	  0.1462900    
  2.1524999E-02	  0.1462900    
  2.1599999E-02	  0.1462900    
  2.1674998E-02	  0.1462900    
  2.1749999E-02	  0.6880500    
  2.1824999E-02	  0.1462900    
  2.1899998E-02	  0.6880500    
  2.1974999E-02	  0.6880500    
  2.2049999E-02	  0.6880500    
  2.2124998E-02	  0.6880500    
  2.2200000E-02	  0.6880500    
  2.2274999E-02	  0.6880500    
  2.2349998E-02	  0.6880500    
  2.2425000E-02	  0.6880500    
  2.2499999E-02	  0.1462900    
  2.2574998E-02	  0.6880500    
  2.2650000E-02	  0.6880500    
  2.2724999E-02	  0.6880500    
  2.2799999E-02	  0.6880500    
  2.2875000E-02	  0.6880500    
  2.2949999E-02	  0.6880500    
  2.3024999E-02	  0.6880500    
  2.3099998E-02	  0.6880500    
  2.3174999E-02	   1.771600    
  2.3249999E-02	   2.313300    
  2.3324998E-02	   2.855100    
  2.3399999E-02	   2.313300    
  2.3474999E-02	   1.771600    
  2.3549998E-02	  0.6880500    
  2.3624999E-02	  0.6880500    
  2.3699999E-02	  0.6880500    
  2.3774998E-02	   1.229800    
  2.3850000E-02	   1.771600    
  2.3924999E-02	   1.771600    
  2.3999998E-02	   1.771600    
  2.4075000E-02	   1.229800    
  2.4149999E-02	   1.229800    
  2.4224998E-02	   1.229800    
  2.4300000E-02	   1.229800    
  2.4374999E-02	   1.229800    
  2.4449999E-02	   1.229800    
  2.4524998E-02	   1.229800    
  2.4599999E-02	   1.229800    
  2.4674999E-02	   1.229800    
  2.4749998E-02	   1.229800    
  2.4824999E-02	   1.229800    
  2.4899999E-02	   1.771600    
  2.4974998E-02	   1.771600    
  2.5049999E-02	   1.771600    
  2.5124999E-02	   1.771600    
  2.5199998E-02	   1.771600    
  2.5274999E-02	   1.771600    
  2.5349999E-02	   1.771600    
  2.5424998E-02	   1.771600    
  2.5500000E-02	   1.229800    
  2.5574999E-02	   1.771600    
  2.5649998E-02	   1.771600    
  2.5725000E-02	   2.313300    
  2.5799999E-02	   2.855100    
  2.5874998E-02	   3.938600    
  2.5949998E-02	   3.938600    
